City,Ratings,Ideal_duration,best_time,desc,Cluster,State,Unnamed: 7
Payyanur,4.1,1-2 days,October-March,"[' Payyanur is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Kerala
Koyilandy,4,1-2 days,October-March,"[' Koyilandy is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Kerala
Parappanangadi,4.2,1-2 days,October-March,"[' Parappanangadi is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Kerala
Kalamassery,4.8,1-2 days,October-March,"[' Kalamassery is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Kerala
Kodungallur,4.3,3-4 days,October-March,"[' Kodungallur is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Kerala
Neyyattinkara,4,1-2 days,October-March,"[' Neyyattinkara is a beautiful destination in Kerala, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Kerala
Indore,4.6,1-2 days,October-March,"[' Indore is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Bhopal,3.6,3-4 days,October-March,"[' Bhopal is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Madhya Pradesh
Jabalpur,4.4,2-3 days,October-March,"[' Jabalpur is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Madhya Pradesh
Sagar,4.4,1-2 days,October-March,"[' Sagar is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Ratlam,3.7,1-2 days,October-March,"[' Ratlam is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Satna,4.5,1-2 days,October-March,"[' Satna is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Madhya Pradesh
Dewas,3.8,1-2 days,October-March,"[' Dewas is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Singrauli,3.7,1-2 days,October-March,"[' Singrauli is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Madhya Pradesh
Burhanpur,4.4,1-2 days,October-March,"[' Burhanpur is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Madhya Pradesh
Khandwa,4.2,2-3 days,October-March,"[' Khandwa is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Madhya Pradesh
Bhind,4.7,1-2 days,October-March,"[' Bhind is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Chhindwara,4,3-4 days,October-March,"[' Chhindwara is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Madhya Pradesh
Guna,3.9,1-2 days,October-March,"[' Guna is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Madhya Pradesh
Shivpuri,4.2,1-2 days,October-March,"[' Shivpuri is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Madhya Pradesh
Vidisha,4.4,2-3 days,October-March,"[' Vidisha is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Madhya Pradesh
Chhatarpur,4,1-2 days,October-March,"[' Chhatarpur is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Madhya Pradesh
Damoh,4.2,2-3 days,October-March,"[' Damoh is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Madhya Pradesh
Mandsaur,3.7,1-2 days,October-March,"[' Mandsaur is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Madhya Pradesh
Khargone,4.8,3-4 days,October-March,"[' Khargone is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Madhya Pradesh
Neemuch,4.4,1-2 days,October-March,"[' Neemuch is a beautiful destination in Madhya Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Madhya Pradesh
Patiala,3.8,3-4 days,October-April,"[' Patiala is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Punjab
Bathinda,4.2,2-3 days,October-April,"[' Bathinda is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Punjab
Hoshiarpur,4.3,1-2 days,October-April,"[' Hoshiarpur is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Punjab
Mohali,4.3,1-2 days,October-April,"[' Mohali is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Punjab
Batala,3.6,2-3 days,October-April,"[' Batala is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Punjab
Pathankot,4.1,3-4 days,October-April,"[' Pathankot is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Punjab
Moga,3.7,3-4 days,October-April,"[' Moga is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Punjab
Abohar,4.1,3-4 days,October-April,"[' Abohar is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Punjab
Malerkotla,4.2,2-3 days,October-April,"[' Malerkotla is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Punjab
Khanna,3.9,1-2 days,October-April,"[' Khanna is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Punjab
Phagwara,3.7,3-4 days,October-April,"[' Phagwara is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Punjab
Muktsar,3.8,3-4 days,October-April,"[' Muktsar is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Punjab
Barnala,4.8,2-3 days,October-April,"[' Barnala is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Punjab
Rajpura,3.8,1-2 days,October-April,"[' Rajpura is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Punjab
Firozpur,4,1-2 days,October-April,"[' Firozpur is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Punjab
Kapurthala,4.6,3-4 days,October-April,"[' Kapurthala is a beautiful destination in Punjab, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Punjab
Kota,3.9,1-2 days,October-March,"[' Kota is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Rajasthan
Bhilwara,3.9,3-4 days,October-March,"[' Bhilwara is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Rajasthan
Alwar,4.6,2-3 days,October-March,"[' Alwar is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Rajasthan
Bharatpur,3.8,1-2 days,October-March,"[' Bharatpur is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Rajasthan
Sikar,4.7,3-4 days,October-March,"[' Sikar is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Rajasthan
Pali,4.7,2-3 days,October-March,"[' Pali is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Rajasthan
Sri Ganganagar,3.6,1-2 days,October-March,"[' Sri Ganganagar is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Rajasthan
Tonk,3.6,1-2 days,October-March,"[' Tonk is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Rajasthan
Kishangarh,4.7,3-4 days,October-March,"[' Kishangarh is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Rajasthan
Beawar,3.6,3-4 days,October-March,"[' Beawar is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Rajasthan
Hanumangarh,3.9,2-3 days,October-March,"[' Hanumangarh is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Rajasthan
Dhaulpur,4.4,3-4 days,October-March,"[' Dhaulpur is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Rajasthan
Sawai Madhopur,4.5,2-3 days,October-March,"[' Sawai Madhopur is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Rajasthan
Churu,4.5,2-3 days,October-March,"[' Churu is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Rajasthan
Gangapur City,4.6,1-2 days,October-March,"[' Gangapur City is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Rajasthan
Jhunjhunu,3.6,2-3 days,October-March,"[' Jhunjhunu is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Rajasthan
Baran,3.8,2-3 days,October-March,"[' Baran is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Rajasthan
Makrana,4.8,1-2 days,October-March,"[' Makrana is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Rajasthan
Nagaur,4.4,3-4 days,October-March,"[' Nagaur is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Rajasthan
Banswara,4.1,2-3 days,October-March,"[' Banswara is a beautiful destination in Rajasthan, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Rajasthan
Namchi,3.8,3-4 days,March-June,"[' Namchi is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Sikkim
Gyalshing,4,2-3 days,March-June,"[' Gyalshing is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Sikkim
Mangan,4.7,2-3 days,March-June,"[' Mangan is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Sikkim
Singtam,3.9,1-2 days,March-June,"[' Singtam is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Sikkim
Rangpo,3.6,2-3 days,March-June,"[' Rangpo is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Sikkim
Nayabazar,4.2,3-4 days,March-June,"[' Nayabazar is a beautiful destination in Sikkim, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Sikkim
Tiruchirappalli,3.8,2-3 days,October-March,"[' Tiruchirappalli is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Tamil Nadu
Tiruppur,3.9,1-2 days,October-March,"[' Tiruppur is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Tamil Nadu
Salem,3.7,2-3 days,October-March,"[' Salem is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Tamil Nadu
Erode,4,1-2 days,October-March,"[' Erode is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Tamil Nadu
Tirunelveli,3.7,3-4 days,October-March,"[' Tirunelveli is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Tamil Nadu
Vellore,3.7,1-2 days,October-March,"[' Vellore is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Tamil Nadu
Thoothukkudi,3.9,2-3 days,October-March,"[' Thoothukkudi is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tamil Nadu
Dindigul,4.7,2-3 days,October-March,"[' Dindigul is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Tamil Nadu
Ranipet,4.1,2-3 days,October-March,"[' Ranipet is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Tamil Nadu
Sivakasi,4.9,2-3 days,October-March,"[' Sivakasi is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Tamil Nadu
Karur,3.8,3-4 days,October-March,"[' Karur is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Tamil Nadu
Udhagamandalam,4.3,1-2 days,October-March,"[' Udhagamandalam is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Tamil Nadu
Hosur,3.7,3-4 days,October-March,"[' Hosur is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Tamil Nadu
Nagercoil,4.9,3-4 days,October-March,"[' Nagercoil is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Tamil Nadu
Kanchipuram,3.9,3-4 days,October-March,"[' Kanchipuram is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Tamil Nadu
Kumarapalayam,3.7,3-4 days,October-March,"[' Kumarapalayam is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Tamil Nadu
Karaikudi,4.2,2-3 days,October-March,"[' Karaikudi is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tamil Nadu
Neyveli,4,1-2 days,October-March,"[' Neyveli is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Tamil Nadu
Cuddalore,4.7,2-3 days,October-March,"[' Cuddalore is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Tamil Nadu
Kumbakonam,4.6,3-4 days,October-March,"[' Kumbakonam is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Tamil Nadu
Tiruvannamalai,4.6,2-3 days,October-March,"[' Tiruvannamalai is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Tamil Nadu
Pollachi,3.9,3-4 days,October-March,"[' Pollachi is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Tamil Nadu
Rajapalayam,4.2,1-2 days,October-March,"[' Rajapalayam is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Tamil Nadu
Gudiyatham,3.7,3-4 days,October-March,"[' Gudiyatham is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Tamil Nadu
Pudukkottai,4.9,1-2 days,October-March,"[' Pudukkottai is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Tamil Nadu
Vaniyambadi,4.4,3-4 days,October-March,"[' Vaniyambadi is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Tamil Nadu
Ambur,3.7,2-3 days,October-March,"[' Ambur is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Tamil Nadu
Nagapattinam,3.9,2-3 days,October-March,"[' Nagapattinam is a beautiful destination in Tamil Nadu, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tamil Nadu
Warangal,4.7,2-3 days,October-March,"[' Warangal is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Telangana
Nizamabad,4.6,2-3 days,October-March,"[' Nizamabad is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Telangana
Khammam,4.7,2-3 days,October-March,"[' Khammam is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Telangana
Karimnagar,4.7,3-4 days,October-March,"[' Karimnagar is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Telangana
Ramagundam,3.6,2-3 days,October-March,"[' Ramagundam is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Telangana
Mahbubnagar,3.7,3-4 days,October-March,"[' Mahbubnagar is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Telangana
Nalgonda,3.9,2-3 days,October-March,"[' Nalgonda is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Telangana
Adilabad,4.5,2-3 days,October-March,"[' Adilabad is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Telangana
Suryapet,3.9,1-2 days,October-March,"[' Suryapet is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Telangana
Miryalaguda,4.9,2-3 days,October-March,"[' Miryalaguda is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Telangana
Jagtial,3.6,2-3 days,October-March,"[' Jagtial is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Telangana
Mancherial,4.3,2-3 days,October-March,"[' Mancherial is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Telangana
Kothagudem,3.6,1-2 days,October-March,"[' Kothagudem is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Telangana
Siddipet,3.7,2-3 days,October-March,"[' Siddipet is a beautiful destination in Telangana, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Telangana
Dharmanagar,3.7,1-2 days,October-April,"[' Dharmanagar is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Tripura
Kailasahar,4,2-3 days,October-April,"[' Kailasahar is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tripura
Ambassa,4.4,3-4 days,October-April,"[' Ambassa is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Tripura
Belonia,3.7,1-2 days,October-April,"[' Belonia is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Tripura
Khowai,3.7,2-3 days,October-April,"[' Khowai is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tripura
Teliamura,4.4,2-3 days,October-April,"[' Teliamura is a beautiful destination in Tripura, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Tripura
Kanpur,3.8,1-2 days,October-April,"[' Kanpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,Uttar Pradesh
Ghaziabad,3.5,1-2 days,October-April,"[' Ghaziabad is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Uttar Pradesh
Noida,4.4,1-2 days,October-April,"[' Noida is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,Uttar Pradesh
Meerut,3.9,1-2 days,October-April,"[' Meerut is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Prayagraj,4.3,1-2 days,October-April,"[' Prayagraj is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Bareilly,4.7,1-2 days,October-April,"[' Bareilly is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Aligarh,3.7,1-2 days,October-April,"[' Aligarh is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Moradabad,3.9,1-2 days,October-April,"[' Moradabad is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Saharanpur,4.6,2-3 days,October-April,"[' Saharanpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Uttar Pradesh
Gorakhpur,3.6,1-2 days,October-April,"[' Gorakhpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Uttar Pradesh
Firozabad,4.1,2-3 days,October-April,"[' Firozabad is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Uttar Pradesh
Jhansi,4.7,3-4 days,October-April,"[' Jhansi is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Uttar Pradesh
Muzaffarnagar,4.3,3-4 days,October-April,"[' Muzaffarnagar is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,Uttar Pradesh
Rampur,3.7,3-4 days,October-April,"[' Rampur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Uttar Pradesh
Shahjahanpur,4.9,3-4 days,October-April,"[' Shahjahanpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Uttar Pradesh
Farrukhabad,4.6,2-3 days,October-April,"[' Farrukhabad is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Uttar Pradesh
Maunath Bhanjan,4.1,1-2 days,October-April,"[' Maunath Bhanjan is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Hapur,3.9,1-2 days,October-April,"[' Hapur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,Uttar Pradesh
Faizabad,4,3-4 days,October-April,"[' Faizabad is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Uttar Pradesh
Etawah,4.4,1-2 days,October-April,"[' Etawah is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Mirzapur,4,2-3 days,October-April,"[' Mirzapur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Uttar Pradesh
Bulandshahr,4.4,3-4 days,October-April,"[' Bulandshahr is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Uttar Pradesh
Sambhal,4.3,1-2 days,October-April,"[' Sambhal is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
